payment_id,account_id,borrower_id,event_at,payment_reference,amount,payment_status,payment_method,provider_id
PAYMENT0000208,ACC0005131,BRW0000166,2026-03-20 19:57:19,TXN0000031838,112003.11,SUCCESS,NETBANKING,VND0000014
PAYMENT0000209,ACC0025108,BRW0003200,2026-06-16 19:25:21,TXN0000007037,54131.63,SUCCESS,CARD,VND0000010
PAYMENT0000210,ACC0016250,BRW0006620,2026-01-19 00:41:51,TXN0000046008,58572.79,REVERSED,CARD,VND0000013
PAYMENT0000211,ACC0011320,BRW0004951,2026-07-30 11:36:50,,18417.58,SUCCESS,CASH,VND0000001
PAYMENT0000212,ACC0026843,BRW0000357,2026-08-03 00:24:31,TXN0000044745,121322.18,PENDING,UPI,VND0000010
PAYMENT0000213,ACC0016980,BRW0002988,2026-05-31 10:25:13,TXN0000000411,98962.02,FAILED,CASH,VND0000003
PAYMENT0000214,ACC0008295,BRW0007733,2026-01-18 06:12:22,TXN0000043173,127401.83,SUCCESS,CASH,VND0000008
PAYMENT0000215,ACC0012051,BRW0004105,2026-07-10 06:39:57,TXN0000063182,122593.05,SUCCESS,NACH,VND0000006
PAYMENT0000216,ACC0007626,BRW0000874,2026-04-12 02:10:06,TXN0000037532,37675.25,SUCCESS,CARD,VND0000010
PAYMENT0000217,ACC0021325,BRW0007475,2026-02-16 09:27:12,TXN0000022847,119725.5,SUCCESS,UPI,VND0000008
PAYMENT0000218,ACC0011607,BRW0007370,2026-03-01 11:46:47,TXN0000065363,136130.19,SUCCESS,CARD,VND0000011
PAYMENT0000219,ACC0009332,BRW0000093,2026-03-04 05:25:20,TXN0000000271,17556.08,SUCCESS,NETBANKING,VND0000014
PAYMENT0000220,ACC0029555,BRW0010764,2026-05-07 21:02:32,TXN0000050430,53545.32,SUCCESS,NACH,VND0000002
PAYMENT0000221,ACC0021456,BRW0010889,2026-04-07 12:45:20,TXN0000037466,69676.13,SUCCESS,CARD,VND0000005
PAYMENT0000222,ACC0014829,BRW0011628,2026-06-14 01:05:18,TXN0000058726,80695.58,SUCCESS,NACH,VND0000004
PAYMENT0000223,ACC0001572,BRW0008883,2026-07-19 16:27:33,TXN0000014818,15056.97,SUCCESS,CARD,VND0000007
PAYMENT0000224,ACC0001594,BRW0005602,2026-01-18 12:25:17,TXN0000006035,78000.75,SUCCESS,CASH,VND0000007
PAYMENT0000225,ACC0016205,BRW0011826,2026-01-09 18:08:08,TXN0000045735,9535.35,SUCCESS,UPI,VND0000010
PAYMENT0000226,ACC0022115,BRW0008515,2026-03-26 18:55:19,TXN0000026211,9079.61,SUCCESS,CASH,VND0000009
PAYMENT0000227,ACC0008859,BRW0003384,2026-04-21 22:44:03,TXN0000069862,15551.77,SUCCESS,CARD,VND0000009
PAYMENT0000228,ACC0010357,BRW0011057,2026-04-27 12:50:23,TXN0000056135,77955.19,FAILED,CARD,VND0000014
PAYMENT0000229,ACC0019816,BRW0006979,2026-06-04 21:30:26,TXN0000018061,58599.0,REVERSED,CARD,VND0000011
PAYMENT0000230,ACC0026540,BRW0007825,2026-01-09 06:52:32,TXN0000066921,129162.31,SUCCESS,CASH,VND0000009
PAYMENT0000231,ACC0022907,BRW0010329,2026-07-31 06:20:46,TXN0000038897,146433.6,SUCCESS,CASH,VND0000002
PAYMENT0000232,ACC0019972,BRW0005102,2026-01-31 11:33:19,TXN0000049915,98777.72,SUCCESS,NETBANKING,VND0000003
PAYMENT0000233,ACC0006399,BRW0011759,2026-03-25 22:20:45,TXN0000054644,81032.1,SUCCESS,UPI,VND0000011
PAYMENT0000234,ACC0005175,BRW0005732,2026-05-24 04:04:26,TXN0000009770,98540.15,SUCCESS,CARD,VND0000004
PAYMENT0000235,ACC0009030,BRW0004907,2026-04-19 00:44:06,TXN0000023472,107803.75,SUCCESS,CARD,VND0000013
PAYMENT0000236,ACC0018478,BRW0002821,2026-06-13 13:15:56,TXN0000024234,69254.85,REVERSED,CASH,VND0000013
PAYMENT0000237,ACC0016962,BRW0011851,2026-02-26 23:36:43,TXN0000063355,8342.72,SUCCESS,UPI,VND0000003
PAYMENT0000238,ACC0007902,BRW0001715,2026-03-19 02:36:52,TXN0000057844,142884.24,SUCCESS,NETBANKING,VND0000005
PAYMENT0000239,ACC0005126,BRW0000666,2026-07-17 23:44:24,TXN0000016371,100376.1,SUCCESS,UPI,VND0000006
PAYMENT0000240,ACC0009700,BRW0008966,2026-06-28 01:16:56,TXN0000039185,53018.68,REVERSED,CASH,VND0000013
PAYMENT0000241,ACC0019270,BRW0011482,2026-07-16 11:11:20,TXN0000001517,113899.07,SUCCESS,CARD,VND0000014
PAYMENT0000242,ACC0013881,BRW0006993,2026-03-30 03:02:18,TXN0000045619,101269.39,SUCCESS,CARD,VND0000007
PAYMENT0000243,ACC0004797,BRW0006170,2026-03-10 23:07:45,TXN0000059147,84781.78,SUCCESS,CASH,VND0000015
PAYMENT0000244,ACC0016421,BRW0003247,2026-05-17 04:54:00,TXN0000037081,5593.75,SUCCESS,UPI,VND0000003
PAYMENT0000245,ACC0014638,BRW0011430,2026-04-03 05:02:24,TXN0000038501,148456.74,REVERSED,NACH,VND0000013
PAYMENT0000246,ACC0011491,BRW0010539,2026-05-26 18:05:10,TXN0000050246,115575.39,SUCCESS,CARD,VND0000004
PAYMENT0000247,ACC0000429,BRW0001800,2026-01-13 23:50:46,TXN0000001933,29228.89,SUCCESS,UPI,VND0000001
PAYMENT0000248,ACC0029821,BRW0000887,2026-04-01 02:01:13,TXN0000022977,57260.87,SUCCESS,UPI,VND0000015
PAYMENT0000249,ACC0003449,BRW0001959,2026-07-20 01:07:17,TXN0000045271,40750.99,PENDING,CARD,VND0000008
PAYMENT0000250,ACC0015769,BRW0010016,2026-07-05 12:08:41,TXN0000053091,130907.44,SUCCESS,CASH,VND0000009
PAYMENT0000251,ACC0017524,BRW0011626,2026-01-07 09:05:25,TXN0000003998,143746.19,PENDING,CARD,VND0000009
PAYMENT0000252,ACC0024746,BRW0006740,2026-05-15 18:01:38,TXN0000061120,92354.27,SUCCESS,CARD,VND0000001
PAYMENT0000253,ACC0007619,BRW0004312,2026-02-07 21:42:31,TXN0000069787,71196.67,SUCCESS,UPI,VND0000014
PAYMENT0000254,ACC0002265,BRW0006717,2026-04-16 11:07:46,TXN0000067350,31108.82,PENDING,CARD,VND0000010
PAYMENT0000255,ACC0001307,BRW0001928,2026-05-07 18:37:15,TXN0000016416,5970.9,PENDING,UPI,VND0000005
PAYMENT0000256,ACC0008101,BRW0001213,2026-05-05 18:07:48,TXN0000062119,53566.06,SUCCESS,NETBANKING,VND0000011
PAYMENT0000257,ACC0015108,BRW0011047,2026-07-28 00:34:35,TXN0000058802,144139.0,SUCCESS,CARD,VND0000009
PAYMENT0000258,ACC0000548,BRW0008015,2026-01-21 05:53:15,TXN0000029716,130790.16,SUCCESS,NETBANKING,VND0000011
PAYMENT0000259,ACC0017587,BRW0007742,2026-04-19 05:16:48,TXN0000059329,84833.21,SUCCESS,NACH,VND0000013
PAYMENT0000260,ACC0027548,BRW0008171,2026-07-22 13:37:00,TXN0000039813,70511.84,PENDING,CARD,VND0000015
PAYMENT0000261,ACC0018510,BRW0001094,2026-07-22 20:14:43,TXN0000066110,103645.71,SUCCESS,UPI,VND0000013
PAYMENT0000262,ACC0029558,BRW0005191,2026-02-05 19:32:34,TXN0000061868,135568.1,SUCCESS,NETBANKING,VND0000002
PAYMENT0000263,ACC0004813,BRW0004424,2026-02-03 14:14:28,TXN0000019152,25143.15,PENDING,CARD,VND0000014
PAYMENT0000264,ACC0027873,BRW0000526,2026-05-05 23:14:01,TXN0000008649,147519.17,FAILED,UPI,VND0000007
PAYMENT0000265,ACC0011114,BRW0008029,2026-07-13 20:50:04,TXN0000035410,115114.91,SUCCESS,NETBANKING,VND0000007
PAYMENT0000266,ACC0000084,BRW0008550,2026-04-21 07:15:35,TXN0000010428,56157.12,PENDING,CASH,VND0000009
PAYMENT0000267,ACC0026984,BRW0006890,2026-01-05 12:52:28,TXN0000063838,4636.21,SUCCESS,NETBANKING,VND0000012
PAYMENT0000268,ACC0021763,BRW0008973,2026-06-23 21:37:37,TXN0000051833,75509.28,SUCCESS,NETBANKING,VND0000006
PAYMENT0000269,ACC0001844,BRW0002616,2026-01-24 09:38:27,TXN0000046560,26856.26,FAILED,CARD,VND0000007
PAYMENT0000270,ACC0020190,BRW0002633,2026-01-15 09:06:23,TXN0000010826,41325.83,SUCCESS,NACH,VND0000013
PAYMENT0000271,ACC0006110,BRW0006280,2026-02-12 13:29:36,TXN0000019434,40275.71,SUCCESS,CASH,VND0000009
PAYMENT0000272,ACC0002557,BRW0000680,2026-05-27 02:56:14,TXN0000037729,1608.32,FAILED,NACH,VND0000014
PAYMENT0000273,ACC0015050,BRW0007203,2026-04-22 12:11:13,TXN0000056116,9045.09,SUCCESS,UPI,VND0000013
PAYMENT0000274,ACC0020666,BRW0006122,2026-02-08 10:26:20,TXN0000064927,100386.9,SUCCESS,CASH,VND0000003
PAYMENT0000275,ACC0019524,BRW0006055,2026-04-27 13:18:56,TXN0000032320,120023.54,SUCCESS,NACH,VND0000004
PAYMENT0000276,ACC0024936,BRW0004694,2026-01-11 00:59:06,TXN0000047888,138771.08,SUCCESS,NETBANKING,VND0000006
PAYMENT0000277,ACC0012078,BRW0009370,2026-05-26 16:27:17,,103032.48,SUCCESS,NETBANKING,VND0000010
PAYMENT0000278,ACC0013939,BRW0004101,2026-07-21 11:37:53,TXN0000049829,35728.7,SUCCESS,CARD,VND0000004
PAYMENT0000279,ACC0001904,BRW0007069,2026-04-27 20:32:05,TXN0000045898,70026.04,SUCCESS,NETBANKING,VND0000002
PAYMENT0000280,ACC0025533,BRW0008242,2026-03-20 19:15:09,TXN0000035736,33907.25,SUCCESS,UPI,VND0000007
PAYMENT0000281,ACC0020617,BRW0005775,2026-05-12 08:00:54,TXN0000067419,80949.26,FAILED,CASH,VND0000007
PAYMENT0000282,ACC0004349,BRW0000251,2026-06-12 03:33:12,TXN0000001233,144929.18,SUCCESS,NACH,VND0000011
PAYMENT0000283,ACC0022566,BRW0007741,2026-04-10 20:10:46,TXN0000065637,1354.61,FAILED,NETBANKING,VND0000008
PAYMENT0000284,ACC0028762,BRW0001457,2026-03-23 18:22:45,TXN0000041800,130155.49,SUCCESS,CASH,VND0000008
PAYMENT0000285,ACC0005044,BRW0000183,2026-05-04 17:18:41,TXN0000024223,33238.97,SUCCESS,NACH,VND0000005
PAYMENT0000286,ACC0006847,BRW0007037,2026-02-19 09:30:22,TXN0000003153,125022.84,SUCCESS,NETBANKING,VND0000001
PAYMENT0000287,ACC0014876,BRW0000368,2026-02-19 18:52:56,TXN0000016704,128689.16,SUCCESS,NETBANKING,VND0000004
PAYMENT0000288,ACC0025187,BRW0005466,2026-05-21 03:28:29,TXN0000042033,114766.31,PENDING,NACH,VND0000005
PAYMENT0000289,ACC0015146,BRW0004815,2026-06-22 01:42:24,TXN0000056724,108092.15,FAILED,NACH,VND0000013
PAYMENT0000290,ACC0001570,BRW0007952,2026-06-03 17:24:15,TXN0000062471,86182.7,SUCCESS,UPI,VND0000011
PAYMENT0000291,ACC0010332,BRW0008159,2026-03-26 12:07:19,TXN0000043968,109929.85,SUCCESS,CASH,VND0000011
PAYMENT0000292,ACC0007872,BRW0006677,2026-06-18 12:21:39,TXN0000058037,135227.47,SUCCESS,NACH,VND0000015
PAYMENT0000293,ACC0006673,BRW0003793,2026-05-30 06:48:16,TXN0000053546,108712.83,SUCCESS,UPI,VND0000011
PAYMENT0000294,ACC0020221,BRW0007596,2026-01-05 18:48:01,TXN0000049909,61933.12,FAILED,CARD,VND0000008
PAYMENT0000295,ACC0016236,BRW0003576,2026-06-22 19:15:36,TXN0000031693,124231.77,SUCCESS,NETBANKING,VND0000006
PAYMENT0000296,ACC0021539,BRW0009067,2026-05-14 06:32:05,TXN0000068739,73053.63,SUCCESS,UPI,VND0000010
PAYMENT0000297,ACC0026082,BRW0011507,2026-07-25 03:04:38,TXN0000024578,81213.04,PENDING,NETBANKING,VND0000005
PAYMENT0000298,ACC0008039,BRW0009306,2026-02-04 16:41:44,TXN0000002296,6752.96,SUCCESS,NACH,VND0000006
PAYMENT0000299,ACC0022531,BRW0007617,2026-06-01 20:21:36,TXN0000036808,3054.02,PENDING,NETBANKING,VND0000001
PAYMENT0000300,ACC0007096,BRW0000936,2026-06-14 13:20:04,TXN0000065956,95365.27,FAILED,NACH,VND0000006
PAYMENT0000301,ACC0021177,BRW0004505,2026-02-24 00:45:48,TXN0000045604,115497.66,SUCCESS,NACH,VND0000008
PAYMENT0000302,ACC0006458,BRW0003909,2026-07-06 10:56:22,TXN0000054657,92148.58,SUCCESS,UPI,VND0000014
PAYMENT0000303,ACC0006188,BRW0011094,2026-02-28 20:30:16,TXN0000032235,19697.21,SUCCESS,NACH,VND0000003
PAYMENT0000304,ACC0016882,BRW0002734,2026-03-09 17:51:32,TXN0000051733,79307.39,SUCCESS,NETBANKING,VND0000007
PAYMENT0000305,ACC0018136,BRW0006230,2026-07-28 11:05:34,TXN0000069581,61855.77,FAILED,NACH,VND0000013
PAYMENT0000306,ACC0006650,BRW0005542,2026-03-05 11:10:27,TXN0000010887,148447.62,REVERSED,NACH,VND0000008
PAYMENT0000307,ACC0026311,BRW0004699,2026-01-01 00:46:12,TXN0000047736,68439.57,FAILED,CASH,VND0000007
PAYMENT0000308,ACC0028805,BRW0010843,2026-01-09 05:48:06,TXN0000007977,85590.28,SUCCESS,CARD,VND0000012
PAYMENT0000309,ACC0025544,BRW0010900,2026-06-29 08:50:34,TXN0000047642,60025.81,PENDING,CARD,VND0000009
PAYMENT0000310,ACC0012537,BRW0006150,2026-05-02 19:14:57,TXN0000005814,108596.94,SUCCESS,NETBANKING,VND0000003
PAYMENT0000311,ACC0010109,BRW0005134,2026-04-09 20:18:27,TXN0000013702,75456.24,REVERSED,NETBANKING,VND0000012
PAYMENT0000312,ACC0000851,BRW0004342,2026-07-29 02:48:01,TXN0000049002,129613.8,SUCCESS,CARD,VND0000008
PAYMENT0000313,ACC0005438,BRW0011170,2026-04-17 06:11:02,TXN0000013902,69341.92,PENDING,UPI,VND0000014
PAYMENT0000314,ACC0026840,BRW0002251,2026-07-14 11:09:56,TXN0000002206,131670.75,SUCCESS,NACH,VND0000003
PAYMENT0000315,ACC0006411,BRW0007605,2026-04-10 07:50:37,TXN0000063848,95114.99,SUCCESS,UPI,VND0000003
PAYMENT0000316,ACC0016873,BRW0009046,2026-04-28 00:38:14,TXN0000052699,61042.85,SUCCESS,CARD,VND0000004
PAYMENT0000317,ACC0009996,BRW0001135,2026-06-09 14:53:45,TXN0000060641,77089.94,SUCCESS,UPI,VND0000015
PAYMENT0000318,ACC0021763,BRW0005309,2026-01-21 09:02:09,TXN0000023249,135874.47,REVERSED,UPI,VND0000015
PAYMENT0000319,ACC0003653,BRW0007055,2026-01-22 15:57:53,TXN0000061119,83907.18,SUCCESS,NACH,VND0000007
PAYMENT0000320,ACC0025793,BRW0007855,2026-05-26 21:22:51,TXN0000040744,134588.23,SUCCESS,CARD,VND0000007
PAYMENT0000321,ACC0019135,BRW0011463,2026-07-21 09:51:59,TXN0000003138,109422.64,SUCCESS,NETBANKING,VND0000001
PAYMENT0000322,ACC0001364,BRW0000900,2026-04-16 10:37:36,TXN0000064552,129440.32,REVERSED,NACH,VND0000008
PAYMENT0000323,ACC0002882,BRW0005297,2026-04-18 05:15:31,TXN0000069586,14544.2,FAILED,CARD,VND0000015
PAYMENT0000324,ACC0004771,BRW0004590,2026-02-05 08:26:34,TXN0000046287,107910.94,FAILED,CARD,VND0000015
PAYMENT0000325,ACC0004322,BRW0001971,2026-07-08 15:09:23,TXN0000046110,103232.3,SUCCESS,CASH,VND0000004
PAYMENT0000326,ACC0005451,BRW0003905,2026-05-23 04:38:05,TXN0000000600,83248.81,SUCCESS,CASH,VND0000004
PAYMENT0000327,ACC0017154,BRW0001106,2026-06-26 01:34:57,TXN0000012986,27987.57,FAILED,CARD,VND0000010
PAYMENT0000328,ACC0002340,BRW0003542,2026-04-21 04:15:33,TXN0000050181,38918.53,SUCCESS,NACH,VND0000011
PAYMENT0000329,ACC0020664,BRW0010707,2026-06-08 17:36:45,TXN0000065177,59940.98,SUCCESS,UPI,VND0000009
PAYMENT0000330,ACC0028454,BRW0005560,2026-04-04 06:54:28,TXN0000016031,32880.37,SUCCESS,NACH,VND0000006
PAYMENT0000331,ACC0029030,BRW0001348,2026-07-06 00:34:31,TXN0000047577,119705.77,SUCCESS,CASH,VND0000005
PAYMENT0000332,ACC0013232,BRW0000766,2026-02-13 11:40:56,TXN0000042634,140741.01,SUCCESS,NACH,VND0000012
PAYMENT0000333,ACC0018127,BRW0004865,2026-06-03 15:04:36,TXN0000016938,30553.53,SUCCESS,UPI,VND0000007
PAYMENT0000334,ACC0024624,BRW0001010,2026-03-22 18:29:00,TXN0000067062,27942.29,SUCCESS,UPI,VND0000006
PAYMENT0000335,ACC0027665,BRW0001348,2026-05-01 02:12:27,TXN0000052545,44028.47,FAILED,UPI,VND0000015
PAYMENT0000336,ACC0019789,BRW0003794,2026-05-20 13:02:28,TXN0000069342,100777.94,SUCCESS,UPI,VND0000004
PAYMENT0000337,ACC0014227,BRW0002906,2026-02-01 16:12:33,TXN0000026167,37321.09,SUCCESS,NACH,VND0000001
PAYMENT0000338,ACC0017847,BRW0010944,2026-03-17 04:51:19,TXN0000026018,104862.05,SUCCESS,UPI,VND0000010
PAYMENT0000339,ACC0019379,BRW0007746,2026-01-29 22:48:15,TXN0000006411,103266.96,SUCCESS,NETBANKING,VND0000012
PAYMENT0000340,ACC0013707,BRW0008693,2026-03-23 01:47:06,TXN0000000221,32895.48,SUCCESS,UPI,VND0000003
PAYMENT0000341,ACC0013564,BRW0001362,2026-04-26 20:37:19,TXN0000010839,16760.54,REVERSED,UPI,VND0000002
PAYMENT0000342,ACC0004379,BRW0002984,2026-04-11 05:20:50,TXN0000025590,112169.42,FAILED,CARD,VND0000013
PAYMENT0000343,ACC0006807,BRW0009443,2026-07-17 22:38:40,TXN0000036971,88842.36,SUCCESS,CASH,VND0000001
PAYMENT0000344,ACC0001651,BRW0000790,2026-03-24 13:15:33,TXN0000021745,50825.35,REVERSED,NACH,VND0000002
PAYMENT0000345,ACC0012615,BRW0010156,2026-07-06 08:44:35,TXN0000030189,133410.68,SUCCESS,NACH,VND0000011
PAYMENT0000346,ACC0026342,BRW0010256,2026-07-18 18:28:44,TXN0000012819,49022.6,SUCCESS,UPI,VND0000014
PAYMENT0000347,ACC0015301,BRW0006225,2026-05-15 11:28:36,TXN0000039875,52822.7,SUCCESS,NACH,VND0000002
PAYMENT0000348,ACC0023593,BRW0009878,2026-02-07 14:43:34,TXN0000007551,38225.42,SUCCESS,CASH,VND0000001
PAYMENT0000349,ACC0010062,BRW0010409,2026-04-10 12:44:53,TXN0000008020,30326.05,SUCCESS,CASH,VND0000007
PAYMENT0000350,ACC0026783,BRW0007529,2026-07-09 22:12:53,TXN0000029423,136986.98,SUCCESS,NETBANKING,VND0000009
PAYMENT0000351,ACC0004689,BRW0001231,2026-03-08 22:30:05,TXN0000067752,52067.16,SUCCESS,CARD,VND0000011
PAYMENT0000352,ACC0020430,BRW0008884,2026-06-12 03:09:03,TXN0000049950,90204.13,SUCCESS,NACH,VND0000005
PAYMENT0000353,ACC0016488,BRW0004753,2026-03-12 04:10:10,TXN0000069828,122550.82,SUCCESS,CASH,VND0000003
PAYMENT0000354,ACC0027640,BRW0006245,2026-02-20 14:32:53,TXN0000032399,5475.12,SUCCESS,CASH,VND0000004
PAYMENT0000355,ACC0019259,BRW0006176,2026-05-27 09:15:50,TXN0000065475,118369.58,SUCCESS,NETBANKING,VND0000009
PAYMENT0000356,ACC0001133,BRW0008021,2026-05-27 02:19:10,TXN0000006373,121935.85,SUCCESS,NACH,VND0000009
PAYMENT0000357,ACC0020313,BRW0009730,2026-06-18 03:32:53,TXN0000012712,12975.88,PENDING,CARD,VND0000015
PAYMENT0000358,ACC0028838,BRW0009245,2026-03-17 15:02:03,TXN0000025429,26348.96,SUCCESS,UPI,VND0000006
PAYMENT0000359,ACC0005037,BRW0010293,2026-02-12 06:15:54,TXN0000037863,142422.21,SUCCESS,CASH,VND0000014
PAYMENT0000360,ACC0018808,BRW0010559,2026-03-11 11:50:34,TXN0000021058,26912.73,SUCCESS,NACH,VND0000003
PAYMENT0000361,ACC0019220,BRW0008461,2026-06-20 07:37:34,TXN0000033036,9504.69,SUCCESS,UPI,VND0000008
PAYMENT0000362,ACC0014422,BRW0001786,2026-02-13 14:04:24,TXN0000022590,66581.09,PENDING,NETBANKING,VND0000010
PAYMENT0000363,ACC0004378,BRW0007702,2026-07-19 06:05:54,TXN0000020553,115242.83,SUCCESS,CASH,VND0000003
PAYMENT0000364,ACC0026676,BRW0003628,2026-05-13 14:58:58,TXN0000059077,104483.31,SUCCESS,CARD,VND0000007
PAYMENT0000365,ACC0027750,BRW0004107,2026-06-19 12:00:49,TXN0000024073,105004.89,SUCCESS,UPI,VND0000006
PAYMENT0000366,ACC0029368,BRW0009208,2026-02-18 05:09:12,TXN0000037400,50793.82,SUCCESS,CASH,VND0000001
PAYMENT0000367,ACC0015528,BRW0007582,2026-02-12 13:24:20,TXN0000007048,113825.4,SUCCESS,UPI,VND0000014
PAYMENT0000368,ACC0007823,BRW0002559,2026-02-16 01:15:15,TXN0000034474,140502.08,SUCCESS,UPI,VND0000006
PAYMENT0000369,ACC0001213,BRW0000550,2026-02-19 10:09:29,TXN0000000103,24416.35,SUCCESS,UPI,VND0000011
PAYMENT0000370,ACC0015192,BRW0006654,2026-05-25 10:48:14,TXN0000035935,59086.5,SUCCESS,CARD,VND0000014
PAYMENT0000371,ACC0023631,BRW0000307,2026-01-27 17:21:06,TXN0000025523,97503.97,SUCCESS,CASH,VND0000015
PAYMENT0000372,ACC0015614,BRW0006327,2026-06-06 01:02:52,TXN0000017350,29711.57,SUCCESS,NACH,VND0000001
PAYMENT0000373,ACC0009260,BRW0011098,2026-06-20 10:32:36,TXN0000003550,65857.03,SUCCESS,CARD,VND0000010
PAYMENT0000374,ACC0008440,BRW0010184,2026-06-03 12:51:27,TXN0000020173,146291.89,SUCCESS,CASH,VND0000015
PAYMENT0000375,ACC0014465,BRW0001399,2026-07-03 04:20:29,TXN0000059108,120175.01,REVERSED,UPI,VND0000012
PAYMENT0000376,ACC0022370,BRW0005661,2026-08-08 01:00:50,TXN0000042230,99891.26,SUCCESS,NETBANKING,VND0000009
PAYMENT0000377,ACC0024095,BRW0004163,2026-06-14 03:22:07,TXN0000047760,42087.88,SUCCESS,CASH,VND0000003
PAYMENT0000378,ACC0008722,BRW0008026,2026-07-10 14:08:12,TXN0000031562,113214.09,SUCCESS,NETBANKING,VND0000006
PAYMENT0000379,ACC0005033,BRW0001701,2026-05-12 03:49:21,TXN0000026322,126417.56,FAILED,CASH,VND0000002
PAYMENT0000380,ACC0021476,BRW0007039,2026-05-05 11:52:23,TXN0000033992,146880.59,REVERSED,UPI,VND0000008
PAYMENT0000381,ACC0005589,BRW0011706,2026-06-24 20:36:48,TXN0000044335,82163.59,PENDING,CARD,VND0000012
PAYMENT0000382,ACC0009266,BRW0005642,2026-01-04 23:40:33,TXN0000022163,64852.77,SUCCESS,NACH,VND0000008
PAYMENT0000383,ACC0015220,BRW0007090,2026-01-10 21:55:23,TXN0000011258,132638.51,SUCCESS,CASH,VND0000007
PAYMENT0000384,ACC0010179,BRW0009120,2026-01-25 14:14:14,TXN0000013314,59280.98,PENDING,NACH,VND0000013
PAYMENT0000385,ACC0016615,BRW0002393,2026-08-06 06:33:01,TXN0000031364,80022.58,FAILED,UPI,VND0000004
PAYMENT0000386,ACC0022326,BRW0001702,2026-07-29 20:34:07,TXN0000026222,44745.39,SUCCESS,UPI,VND0000009
PAYMENT0000387,ACC0021905,BRW0003497,2026-03-04 09:02:17,TXN0000066107,13998.19,PENDING,NETBANKING,VND0000004
PAYMENT0000388,ACC0021247,BRW0003731,2026-07-04 23:29:09,TXN0000002919,92631.11,SUCCESS,CASH,VND0000010
PAYMENT0000389,ACC0008928,BRW0011002,2026-06-01 02:24:23,TXN0000040272,95574.88,PENDING,CARD,VND0000006
PAYMENT0000390,ACC0022602,BRW0003057,2026-02-17 20:59:39,TXN0000060601,118032.22,FAILED,CASH,VND0000007
PAYMENT0000391,ACC0027129,BRW0002375,2026-04-17 01:54:24,TXN0000035139,53426.39,PENDING,CASH,VND0000001
PAYMENT0000392,ACC0006436,BRW0006701,2026-03-05 22:16:40,TXN0000067449,17926.28,SUCCESS,NETBANKING,VND0000002
PAYMENT0000393,ACC0005328,BRW0005563,2026-03-12 10:18:38,TXN0000066780,11841.55,PENDING,NETBANKING,VND0000009
PAYMENT0000394,ACC0010183,BRW0003155,2026-07-11 01:12:02,TXN0000054645,95677.92,SUCCESS,NACH,VND0000010
PAYMENT0000395,ACC0008447,BRW0000030,2026-01-03 23:22:54,TXN0000005914,40835.48,SUCCESS,CARD,VND0000015
PAYMENT0000396,ACC0026762,BRW0007836,2026-02-14 02:19:25,TXN0000044884,23098.23,SUCCESS,CASH,VND0000005
PAYMENT0000397,ACC0021997,BRW0004938,2026-02-21 13:13:51,TXN0000011886,56425.46,SUCCESS,UPI,VND0000005
PAYMENT0000398,ACC0026009,BRW0011783,2026-04-21 11:00:05,TXN0000012166,133203.98,SUCCESS,UPI,VND0000002
PAYMENT0000399,ACC0000248,BRW0011577,2026-02-26 06:53:51,TXN0000014829,119653.18,SUCCESS,UPI,VND0000002
PAYMENT0000400,ACC0000944,BRW0004377,2026-03-31 12:06:17,TXN0000051882,4292.79,SUCCESS,NETBANKING,VND0000006
PAYMENT0000401,ACC0008893,BRW0011018,2026-06-06 22:10:41,TXN0000012345,10826.06,SUCCESS,NACH,VND0000009
PAYMENT0000402,ACC0028893,BRW0009163,2026-06-22 11:41:45,TXN0000002854,38772.61,SUCCESS,CARD,VND0000003
PAYMENT0000403,ACC0011163,BRW0001366,2026-01-01 20:41:20,TXN0000068179,73276.46,PENDING,CARD,VND0000009
PAYMENT0000404,ACC0023904,BRW0010654,2026-03-15 06:48:49,TXN0000068492,84101.29,SUCCESS,NACH,VND0000010
PAYMENT0000405,ACC0014661,BRW0001770,2026-03-22 08:27:05,TXN0000029444,118871.36,PENDING,NACH,VND0000001
PAYMENT0000406,ACC0004162,BRW0000595,2026-04-20 05:53:04,TXN0000051287,10618.66,SUCCESS,CARD,VND0000009
PAYMENT0000407,ACC0009260,BRW0006073,2026-02-19 12:47:33,TXN0000050826,119314.99,FAILED,NETBANKING,VND0000014
PAYMENT0000408,ACC0009590,BRW0003539,2026-05-30 10:03:28,TXN0000015236,74460.74,SUCCESS,NETBANKING,VND0000009
PAYMENT0000409,ACC0007487,BRW0006865,2026-02-12 05:39:32,TXN0000064054,13212.7,SUCCESS,NACH,VND0000003
PAYMENT0000410,ACC0001171,BRW0001278,2026-05-28 13:19:15,TXN0000019780,4344.82,FAILED,NACH,VND0000014
PAYMENT0000411,ACC0029921,BRW0008281,2026-07-21 14:02:53,TXN0000065501,1000.62,SUCCESS,NETBANKING,VND0000007
PAYMENT0000412,ACC0022511,BRW0005056,2026-05-04 01:18:10,TXN0000057332,87477.73,PENDING,NACH,VND0000005
PAYMENT0000413,ACC0023459,BRW0001315,2026-01-03 09:53:08,TXN0000063671,97671.5,SUCCESS,CASH,VND0000014
PAYMENT0000414,ACC0029253,BRW0008819,2026-01-15 16:40:04,,131125.68,SUCCESS,CASH,VND0000014
PAYMENT0000415,ACC0027934,BRW0010778,2026-07-07 06:01:22,TXN0000009490,113063.98,SUCCESS,CASH,VND0000001
